text,sentiment
responsible government would take action to protect their citizensaudiArabia rump mp OP are choosing mone,neutral
tsAlexJackson rt if youre transrt if youre lgbt+ community rt if you support trans rightsrt if we should throw trump in a volcano,neutral
R President Trump has full constitutional power to stop the border invasion  even without Congress via MConservative,negative
demerith This headline is inaccurate the Trump administration is trying to create the illusion that trans people dont exist Transg,negative
uperyayadize Trump says major tax cut for middleincome people coming in 10 days,negative
MGno2trump In 2015 Trump called for a total mp complete shutdown of Muslims entering the US until our countrys representatives can f,negative
The Trump Administration Wants to Define Gender at Birth,neutral
heRealRapier Dont be a baby because babies are naive if you are not a triggered leftist fake news whiner you can actually see w,negative
harliekirk11 Since Trump took office Democrats haveTried to destroy Justice KavanaughMailed ricin to Sec Mattis Ted Cruz Don,negative
arhadHamzehloo God Bless Trump,positive
delreal Away from campaign rallies and candidates many Hispanic voters said they felt disempowered rather than emboldened they exp,positive
lennKesslerWP Going through Trump speeches to update our database He tells audiences the opioid bill passed very little Democrat su,negative
avinNewsom Hello from California ealDonaldTrump We are not riotingWe do however think it is a horrific tragedy that mig,negative
attGertz It was extremely clear at the time that Donald Trump if elected would take a hammer to LGBTQ rights And thats exactly wh,negative
eahmcelrath My thoughts are with my transgender and intersex friendsI see you I acknowledge youYou existI stand with you ht,negative
otlineJosh oamscheiber 1 If you hate Nate Silver no problem Show me your fair method of aver,negative
FDR We have nothing to fear but fear itselfJFK Ask not what your country can do for you A,negative
eorgeTakei A vote against Trump on Nov 6th is a vote for equality and against hate and intolerance,negative
etteMidler MISSOURI  LISTEN UP  This is a shoutout for the hardworking  heavylifting laireMcCaskill runnng against rump su,negative
helseaClinton The Trump Administration Eyes Defining Transgender Out of Existence at a moment when transgender Americans face high,negative
rassenstein BREAKING Trump announces that the United States will pull out of the IntermediateRange Nuclear Forces Treaty that the U,negative
omBevanRCP In sum1 Ds +9 in national generic ballot2 In House battlegrounds generic ballot tied3 Trump approval rating highe,negative
aysHummingbird Nunes hid evidence on Trump mp Russian meddlingA top member of House Intelligence Committee has revealed shocking de,negative
dale8 Trump claims that in California illegal immigrants want to take over the control of the board that runs a town All illegal,negative
erig52 oycottNeilCavuto,negative
adresolalinde Que Donald Trump no se rasgue las vestiduras ante el xodo migratorio El capitalismo norteamericano ha arruinado a Hon,neutral
rassenstein BREAKING Trump announces that the United States will pull out of the IntermediateRange Nuclear Forces Treaty that the U,negative
Ruhle CONGRESS IS NOT IN SESSION  ealDonaldTrump IS LYING,negative
ribelaw Typical Trumpzaggeration a couple hundred new jobs becomes a million Whats four zeros more or less?,negative
rDanZak This is a rabbit hole but other donors to Future45 at least in the 2016 cycle Linda McMahon who went on to become part o,negative
nderfinn I need people to give a damn about other people Right the fuck now If they want to start genetically testing and dehumaniz,negative
dale8 This Trump lie is quite something The president is now inventing nonexistent domestic riots,negative
heAtlantic Its beyond hypocrisyits a doublefolded state ofbeing and it will go on so long as the need to make excuses for Dona,negative
Ruhle CONGRESS IS NOT IN SESSION  ealDonaldTrump IS LYING,negative
hNoSheTwitnt Saudi Arabia A journalist picked a fight with a room full of dudes who accidentally tortured him to death and cut him u,negative
ohnWDean From this NYT oped Trumps edge over everybody  He can do no wrong because hes all wrong He never really shocks beca,negative
ichaelAvenatti For years Trump told us that he was the tough guy that would command respect from other nations and keep us safe H,negative
these people ever prosecuted? What a bunch of animals Thats what you get with 3rd worlders and Dems,negative
ornabrit1 DEMOCRATS MAKE NO MISTAKETRUMP is Out campaigning for his 2020 RUNIN EVERY RALLY hes saying  A vote for,negative
ichaelAvenatti For years Trump told us that he was the tough guy that would command respect from other nations and keep us safe H,negative
is a IAR,negative
enshapiro That is literally the definition of sex,neutral
opSergeant Trump lies again No fucking riots in California rumpLiesMatter ARINESagainstTrump eteransAgainstTrump etsResist,negative
ollyJongFast Another incredibly cruel regressive policy for the administration known for them,negative
reakingNLive REPO The Trump administration is considering making changes to how gender is defined reversing Barack Obamas expans,negative
anetteDonnelly ubytuesday Im letting my over 3000 followers know how your restaurant treated a Trump supporter Remember how that,negative
ikeZollo The sheer energy President Trump has is truly unmatched This man is having rallies almost everyday to defeat the anti Amer,positive
hebradfordfile President Trump JOB BOSS Hillary Clinton MOB BOSS Maxine Waters MOB BOSSJames Comey MOB BOSSNancy Pelosi,positive
greenwald Yesterday damSchiff posted one of his vintage selfpromoting Trumpera moralizing tweets where he masqueraded as a stal,negative
ictoc   Latin American caravan journeys to border despite Trump threats,neutral
aggieNYT Missed this last night  POTUS manufacturing nonexistent riots from the campaign trail,negative
edhead4645 George Soros a notorious hater of our country is funding all these riots and mobs Know why? Because Trump is feared becau,negative
hebradfordfile Donald Trump sacrificed everything to restore power to the forgotten men and women of America Nancy Pelosi Dianne Fe,negative
helby0296 Yeah quietly  Guess what ealDonaldTrump aka FAT NIXON?  I wont be quiet  YOU LIED AGAIN,negative
astCompany Campaigns that spent money at a Trump property before receiving an endorsement tweet includeScott Walker RWiscTom R,negative
Your financial ties to the Saudis?did you read the Pump mpTrump report deceptive business across t,negative
arahJamieLewis 1933 the Hitler Administration burned the library of the Institut fr Sexualwissenschaft destroying decades of queer,negative
ickiknowsnada Where is Jamal Khashoggis body?How many Trump properties have the Saudis purchased during the last 22 months?How m,neutral
ylegriffin1 Dick Durbin The only person on earth outside of the Saudi kingdom who appears to accept it is President Donald Trump,negative
Gloats Over mericas Downfall Under rump2 ews olitics op epublicans,neutral
Trump Tells Fox News Dad Was Having Fun Hailing Assault On Reporter,neutral
hope it doesnt make it to the essions DOJ in the first place Side note This potentially impacts GB pro,negative
ytimes The Trump administration is moving to exclude transgender people from civil rights protections  defining gender as either mal,negative
enSanders Too many Americans have fought and died to defend democracy We cannot have a president who applauds a murdering despot as,neutral
olishPatriotTM Simpler times when SNL was really funny and the Liberals loved Donald TrumpNBCs Saturday Night Live The Prince mp,negative
myMek UN member states expected to sign Global Compact for Migration claiming migration is a human rightThis means this viol,negative
hiefcommandX otingFemaIe AG AGA RUMP=HERO RUMP=LEADER ELUVTRUMP  http,neutral
cbillsmith Would that every journalist understood this and had the guts to practice it,negative
